date,store,category,customer_id,revenue,units,member,availability_pct,month,year,month_name,day_name,avg_basket_value,is_member
2025-08-08,Birmingham,Meal Deals,1320,40.01,5,Yes,99.3,2025-08,2025,August,Friday,8.001999999999999,1
2025-06-07,Reading,Soft Drinks,4957,26.17,6,No,97.6,2025-06,2025,June,Saturday,4.361666666666667,0
2026-04-22,Camden,Meal Deals,3382,19.9,5,Yes,99.2,2026-04,2026,April,Wednesday,3.9799999999999995,1
2025-02-15,Bristol,Own Brand,4231,50.24,7,No,95.9,2025-02,2025,February,Saturday,7.177142857142857,0
2026-01-08,Croydon,Fresh Food,3311,65.44,3,Yes,96.8,2026-01,2026,January,Thursday,21.813333333333333,1
2025-04-09,Birmingham,Snacks,4601,18.29,6,Yes,92.9,2025-04,2025,April,Wednesday,3.0483333333333333,1
2025-02-06,Croydon,Meal Deals,2500,13.8,5,Yes,94.5,2025-02,2025,February,Thursday,2.7600000000000002,1
2025-10-07,Bristol,Snacks,2568,41.69,1,No,96.8,2025-10,2025,October,Tuesday,41.69,0
2025-12-15,Croydon,Fruit & Veg,4281,32.22,5,Yes,95.6,2025-12,2025,December,Monday,6.444,1
2026-05-12,Bristol,Soft Drinks,2519,39.94,7,Yes,95.2,2026-05,2026,May,Tuesday,5.7057142857142855,1
2025-10-29,Croydon,Snacks,2918,28.72,6,Yes,93.4,2025-10,2025,October,Wednesday,4.786666666666666,1
2025-06-30,Birmingham,Soft Drinks,5089,18.37,1,Yes,97.3,2025-06,2025,June,Monday,18.37,1
2025-04-09,Camden,Meal Deals,2865,33.67,3,Yes,97.3,2025-04,2025,April,Wednesday,11.223333333333334,1
2025-04-26,Croydon,Meal Deals,2405,68.42,3,Yes,97.1,2025-04,2025,April,Saturday,22.80666666666667,1
2025-07-10,Birmingham,Fruit & Veg,3723,40.12,1,Yes,95.6,2025-07,2025,July,Thursday,40.12,1
2025-09-10,Reading,Meal Deals,1004,20.46,6,Yes,95.0,2025-09,2025,September,Wednesday,3.41,1
2025-06-10,Bristol,Own Brand,2168,57.5,6,No,97.2,2025-06,2025,June,Tuesday,9.583333333333334,0
2025-09-13,London Central,Fruit & Veg,3398,21.59,5,No,96.9,2025-09,2025,September,Saturday,4.318,0
2025-11-19,London Central,Snacks,3630,20.86,3,Yes,93.2,2025-11,2025,November,Wednesday,6.953333333333333,1
2025-05-08,Bristol,Meal Deals,1347,69.0,3,Yes,95.6,2025-05,2025,May,Thursday,23.0,1
2025-01-18,Camden,Fresh Food,5220,25.02,1,Yes,96.3,2025-01,2025,January,Saturday,25.02,1
2025-11-19,Croydon,Chilled,2813,52.91,3,No,93.7,2025-11,2025,November,Wednesday,17.636666666666667,0
2025-10-15,Camden,Food To Go,4342,68.56,7,Yes,96.8,2025-10,2025,October,Wednesday,9.794285714285715,1
2025-06-04,London Central,Own Brand,3574,31.05,5,Yes,96.4,2025-06,2025,June,Wednesday,6.21,1
2026-05-05,Birmingham,Chilled,4825,53.11,3,Yes,94.2,2026-05,2026,May,Tuesday,17.703333333333333,1
2026-01-21,Bristol,Chilled,5593,49.7,1,Yes,92.3,2026-01,2026,January,Wednesday,49.7,1
2025-04-14,Bristol,Soft Drinks,1052,18.35,5,Yes,96.2,2025-04,2025,April,Monday,3.6700000000000004,1
2026-01-28,Camden,Own Brand,1148,36.94,4,No,98.9,2026-01,2026,January,Wednesday,9.235,0
2025-09-03,Birmingham,Own Brand,1502,34.82,1,No,95.5,2025-09,2025,September,Wednesday,34.82,0
2025-06-25,Camden,Fruit & Veg,1869,34.33,4,No,96.3,2025-06,2025,June,Wednesday,8.5825,0
2025-02-08,Croydon,Soft Drinks,4521,32.72,3,Yes,92.7,2025-02,2025,February,Saturday,10.906666666666666,1
2026-04-22,Reading,Snacks,5314,40.03,5,No,94.9,2026-04,2026,April,Wednesday,8.006,0
2026-02-12,Birmingham,Food To Go,4871,42.97,3,Yes,94.8,2026-02,2026,February,Thursday,14.323333333333332,1
2026-05-21,Reading,Snacks,2300,39.23,5,Yes,93.2,2026-05,2026,May,Thursday,7.845999999999999,1
2025-02-05,Croydon,Fresh Food,3499,37.32,2,No,95.9,2025-02,2025,February,Wednesday,18.66,0
2025-01-20,Reading,Food To Go,5033,27.24,3,No,95.8,2025-01,2025,January,Monday,9.08,0
2025-11-17,London Central,Soft Drinks,4289,74.11,3,Yes,94.4,2025-11,2025,November,Monday,24.703333333333333,1
2026-05-27,Reading,Meal Deals,5833,19.5,3,Yes,95.0,2026-05,2026,May,Wednesday,6.5,1
2026-02-04,Croydon,Meal Deals,4853,5.3,6,Yes,99.1,2026-02,2026,February,Wednesday,0.8833333333333333,1
2026-04-16,Reading,Soft Drinks,3451,42.15,1,No,93.8,2026-04,2026,April,Thursday,42.15,0
2025-05-23,Bristol,Snacks,5385,27.28,6,Yes,92.7,2025-05,2025,May,Friday,4.546666666666667,1
2025-04-02,Camden,Soft Drinks,1338,40.19,5,Yes,92.7,2025-04,2025,April,Wednesday,8.038,1
2025-12-20,London Central,Soft Drinks,3824,19.79,5,Yes,95.5,2025-12,2025,December,Saturday,3.9579999999999997,1
2025-02-20,Bristol,Chilled,2693,81.0,5,Yes,89.9,2025-02,2025,February,Thursday,16.2,1
2025-07-09,Bristol,Fresh Food,1986,80.46,1,Yes,94.0,2025-07,2025,July,Wednesday,80.46,1
2025-05-05,Croydon,Own Brand,4490,53.82,5,No,93.1,2025-05,2025,May,Monday,10.764,0
2025-05-30,Camden,Meal Deals,3733,38.15,6,Yes,94.9,2025-05,2025,May,Friday,6.358333333333333,1
2025-11-10,Camden,Chilled,4767,27.94,7,No,94.9,2025-11,2025,November,Monday,3.9914285714285715,0
2025-12-08,Birmingham,Soft Drinks,5076,31.32,6,Yes,95.7,2025-12,2025,December,Monday,5.22,1
2025-11-01,London Central,Fruit & Veg,3006,90.37,7,No,96.2,2025-11,2025,November,Saturday,12.91,0
2025-02-23,Croydon,Chilled,4107,53.87,3,No,97.3,2025-02,2025,February,Sunday,17.956666666666667,0
2026-03-20,London Central,Soft Drinks,5468,10.54,4,Yes,94.3,2026-03,2026,March,Friday,2.635,1
2025-09-21,Birmingham,Meal Deals,4330,80.6,7,No,93.7,2025-09,2025,September,Sunday,11.514285714285714,0
2025-02-22,Reading,Own Brand,4041,14.5,2,Yes,96.7,2025-02,2025,February,Saturday,7.25,1
2025-01-05,Bristol,Soft Drinks,1530,41.69,5,Yes,91.7,2025-01,2025,January,Sunday,8.338,1
2025-04-13,London Central,Fresh Food,1923,35.83,1,Yes,96.5,2025-04,2025,April,Sunday,35.83,1
2025-07-15,Bristol,Snacks,5118,62.76,7,Yes,95.3,2025-07,2025,July,Tuesday,8.965714285714286,1
2025-12-16,Croydon,Food To Go,1240,36.8,1,No,95.9,2025-12,2025,December,Tuesday,36.8,0
2025-02-16,Reading,Chilled,2896,94.64,5,No,95.7,2025-02,2025,February,Sunday,18.928,0
2025-09-26,Croydon,Chilled,4324,36.75,4,Yes,95.3,2025-09,2025,September,Friday,9.1875,1
2026-01-05,Reading,Chilled,1813,22.47,6,No,95.4,2026-01,2026,January,Monday,3.7449999999999997,0
2025-04-16,Reading,Soft Drinks,5750,51.3,5,No,92.8,2025-04,2025,April,Wednesday,10.26,0
2025-04-30,Bristol,Own Brand,1782,18.66,1,Yes,93.7,2025-04,2025,April,Wednesday,18.66,1
2025-02-27,Croydon,Fresh Food,5055,21.4,2,Yes,98.6,2025-02,2025,February,Thursday,10.7,1
2025-12-12,Croydon,Own Brand,1007,48.82,4,Yes,96.3,2025-12,2025,December,Friday,12.205,1
2026-04-19,London Central,Soft Drinks,4773,79.64,5,No,97.1,2026-04,2026,April,Sunday,15.928,0
2025-04-27,Croydon,Soft Drinks,5670,67.24,7,Yes,94.3,2025-04,2025,April,Sunday,9.605714285714285,1
2025-05-07,London Central,Snacks,4139,29.93,2,Yes,95.2,2025-05,2025,May,Wednesday,14.965,1
2026-01-28,Camden,Fruit & Veg,4789,35.66,5,No,96.1,2026-01,2026,January,Wednesday,7.132,0
2025-02-27,Camden,Fresh Food,5051,28.28,4,No,97.4,2025-02,2025,February,Thursday,7.07,0
2026-05-28,Camden,Chilled,1517,28.22,1,Yes,94.7,2026-05,2026,May,Thursday,28.22,1
2025-04-06,Birmingham,Food To Go,4190,29.07,6,No,96.0,2025-04,2025,April,Sunday,4.845,0
2025-04-28,Croydon,Chilled,4102,60.77,7,No,96.4,2025-04,2025,April,Monday,8.681428571428572,0
2026-05-03,Birmingham,Own Brand,5578,71.64,6,Yes,96.9,2026-05,2026,May,Sunday,11.94,1
2025-08-25,Croydon,Soft Drinks,3716,50.86,4,No,94.6,2025-08,2025,August,Monday,12.715,0
2025-09-29,London Central,Fresh Food,1578,20.62,3,Yes,97.6,2025-09,2025,September,Monday,6.873333333333334,1
2025-07-08,Birmingham,Meal Deals,5482,38.3,6,Yes,92.2,2025-07,2025,July,Tuesday,6.383333333333333,1
2026-03-23,Birmingham,Fresh Food,5507,34.67,5,Yes,92.7,2026-03,2026,March,Monday,6.934,1
2025-09-04,Birmingham,Fresh Food,2865,49.47,2,Yes,96.0,2025-09,2025,September,Thursday,24.735,1
2025-03-17,Reading,Fruit & Veg,2376,46.46,2,Yes,95.9,2025-03,2025,March,Monday,23.23,1
2025-06-03,London Central,Chilled,3938,50.33,7,Yes,94.5,2025-06,2025,June,Tuesday,7.1899999999999995,1
2026-03-11,Camden,Fruit & Veg,1905,30.62,6,No,94.1,2026-03,2026,March,Wednesday,5.1033333333333335,0
2025-03-27,London Central,Meal Deals,1964,20.7,4,No,94.1,2025-03,2025,March,Thursday,5.175,0
2025-10-12,Reading,Meal Deals,2976,42.95,7,Yes,93.2,2025-10,2025,October,Sunday,6.135714285714286,1
2025-08-08,Croydon,Snacks,5759,20.98,4,Yes,94.9,2025-08,2025,August,Friday,5.245,1
2025-03-10,London Central,Own Brand,5920,43.23,4,No,91.9,2025-03,2025,March,Monday,10.8075,0
2025-02-16,Birmingham,Food To Go,2887,68.69,2,Yes,97.3,2025-02,2025,February,Sunday,34.345,1
2025-04-04,Camden,Snacks,3447,41.91,1,Yes,95.8,2025-04,2025,April,Friday,41.91,1
2026-03-29,Camden,Soft Drinks,1991,50.42,2,Yes,97.6,2026-03,2026,March,Sunday,25.21,1
2025-07-23,Croydon,Fruit & Veg,4556,15.51,1,No,95.3,2025-07,2025,July,Wednesday,15.51,0
2025-08-06,London Central,Fruit & Veg,4959,32.76,7,No,94.9,2025-08,2025,August,Wednesday,4.68,0
2026-04-19,Reading,Snacks,4604,37.81,7,No,95.3,2026-04,2026,April,Sunday,5.401428571428572,0
2026-03-08,Croydon,Soft Drinks,2083,50.99,7,Yes,93.6,2026-03,2026,March,Sunday,7.284285714285715,1
2025-12-07,London Central,Fresh Food,1434,36.19,4,No,92.5,2025-12,2025,December,Sunday,9.0475,0
2025-10-16,Bristol,Soft Drinks,1020,35.69,3,Yes,93.0,2025-10,2025,October,Thursday,11.896666666666667,1
2025-09-11,Camden,Chilled,3922,22.85,2,Yes,94.1,2025-09,2025,September,Thursday,11.425,1
2025-12-23,Reading,Snacks,2925,44.06,4,Yes,93.2,2025-12,2025,December,Tuesday,11.015,1
2025-01-23,Birmingham,Own Brand,2472,100.53,2,No,97.7,2025-01,2025,January,Thursday,50.265,0
2025-04-10,Reading,Soft Drinks,2099,60.71,4,Yes,93.6,2025-04,2025,April,Thursday,15.1775,1
2025-06-29,Birmingham,Fresh Food,3637,57.95,2,Yes,95.8,2025-06,2025,June,Sunday,28.975,1
2025-08-11,Reading,Soft Drinks,1389,60.81,5,No,96.2,2025-08,2025,August,Monday,12.162,0
2026-03-18,Camden,Fruit & Veg,4413,39.46,2,No,97.5,2026-03,2026,March,Wednesday,19.73,0
2025-11-21,Birmingham,Food To Go,3615,28.08,5,No,96.4,2025-11,2025,November,Friday,5.616,0
2026-05-31,London Central,Fruit & Veg,2354,39.03,1,Yes,94.7,2026-05,2026,May,Sunday,39.03,1
2025-01-16,Birmingham,Own Brand,5521,19.3,2,No,98.4,2025-01,2025,January,Thursday,9.65,0
2025-12-02,Croydon,Meal Deals,1005,16.49,1,No,92.5,2025-12,2025,December,Tuesday,16.49,0
2025-09-15,London Central,Food To Go,1190,29.03,3,No,93.1,2025-09,2025,September,Monday,9.676666666666668,0
2026-05-12,Croydon,Meal Deals,1147,38.74,6,Yes,95.4,2026-05,2026,May,Tuesday,6.456666666666667,1
2025-06-09,Reading,Soft Drinks,5500,21.83,6,Yes,95.2,2025-06,2025,June,Monday,3.638333333333333,1
2026-04-20,London Central,Chilled,5353,29.32,5,Yes,96.6,2026-04,2026,April,Monday,5.864,1
2026-01-15,Reading,Own Brand,4550,57.1,2,Yes,95.3,2026-01,2026,January,Thursday,28.55,1
2026-03-03,Bristol,Soft Drinks,5919,71.67,6,Yes,95.7,2026-03,2026,March,Tuesday,11.945,1
2025-09-25,Reading,Fresh Food,5105,17.63,1,Yes,97.0,2025-09,2025,September,Thursday,17.63,1
2026-02-21,Reading,Soft Drinks,2110,31.1,6,Yes,95.3,2026-02,2026,February,Saturday,5.183333333333334,1
2025-06-17,Croydon,Food To Go,4833,70.91,6,No,96.4,2025-06,2025,June,Tuesday,11.818333333333333,0
2025-02-12,Birmingham,Fruit & Veg,5933,59.81,4,Yes,93.5,2025-02,2025,February,Wednesday,14.9525,1
2025-10-12,Bristol,Chilled,1624,57.09,6,Yes,93.6,2025-10,2025,October,Sunday,9.515,1
2026-02-01,Reading,Meal Deals,5125,35.36,1,No,96.8,2026-02,2026,February,Sunday,35.36,0
2025-01-12,Reading,Soft Drinks,3175,43.43,6,Yes,95.2,2025-01,2025,January,Sunday,7.238333333333333,1
2025-10-29,Bristol,Soft Drinks,4149,52.35,2,Yes,95.3,2025-10,2025,October,Wednesday,26.175,1
2025-09-10,Bristol,Fruit & Veg,2078,83.65,6,Yes,93.6,2025-09,2025,September,Wednesday,13.941666666666668,1
2026-05-14,London Central,Chilled,4551,27.09,3,No,94.2,2026-05,2026,May,Thursday,9.03,0
2025-02-04,Croydon,Snacks,3352,38.77,6,No,95.6,2025-02,2025,February,Tuesday,6.461666666666667,0
2025-03-31,Bristol,Meal Deals,1545,35.2,5,No,94.4,2025-03,2025,March,Monday,7.040000000000001,0
2026-02-22,Bristol,Soft Drinks,2195,33.13,4,No,93.3,2026-02,2026,February,Sunday,8.2825,0
2025-04-25,Camden,Soft Drinks,3069,50.35,7,Yes,93.3,2025-04,2025,April,Friday,7.192857142857143,1
2025-07-15,Birmingham,Snacks,4358,50.0,1,No,93.7,2025-07,2025,July,Tuesday,50.0,0
2026-05-16,Bristol,Meal Deals,3438,38.97,6,No,94.3,2026-05,2026,May,Saturday,6.495,0
2026-05-08,Croydon,Food To Go,1616,66.99,6,No,94.4,2026-05,2026,May,Friday,11.165,0
2025-03-16,Birmingham,Food To Go,5244,52.18,2,No,98.1,2025-03,2025,March,Sunday,26.09,0
2026-02-17,Birmingham,Own Brand,4343,59.05,7,Yes,96.8,2026-02,2026,February,Tuesday,8.435714285714285,1
2026-01-11,Reading,Own Brand,2811,27.21,2,Yes,95.6,2026-01,2026,January,Sunday,13.605,1
2026-02-24,Reading,Fresh Food,1171,39.65,5,No,98.7,2026-02,2026,February,Tuesday,7.93,0
2025-10-04,Reading,Fruit & Veg,5142,58.07,7,No,94.8,2025-10,2025,October,Saturday,8.295714285714286,0
2026-01-29,Reading,Chilled,1625,22.19,4,No,96.0,2026-01,2026,January,Thursday,5.5475,0
2026-04-02,Camden,Soft Drinks,5063,50.9,1,No,95.7,2026-04,2026,April,Thursday,50.9,0
2025-07-11,Bristol,Meal Deals,3254,21.94,1,No,95.9,2025-07,2025,July,Friday,21.94,0
2025-04-09,Reading,Soft Drinks,1452,53.13,1,No,93.5,2025-04,2025,April,Wednesday,53.13,0
2025-04-06,London Central,Own Brand,2418,30.27,5,Yes,94.4,2025-04,2025,April,Sunday,6.054,1
2025-07-09,Reading,Fresh Food,1753,45.39,5,Yes,93.4,2025-07,2025,July,Wednesday,9.078,1
2025-02-06,Bristol,Meal Deals,4372,28.84,6,No,95.8,2025-02,2025,February,Thursday,4.806666666666667,0
2026-01-04,Reading,Meal Deals,3723,23.55,4,No,95.0,2026-01,2026,January,Sunday,5.8875,0
2025-10-06,Camden,Soft Drinks,4010,64.43,1,No,91.2,2025-10,2025,October,Monday,64.43,0
2025-08-05,Croydon,Fruit & Veg,3911,19.91,1,No,96.0,2025-08,2025,August,Tuesday,19.91,0
2025-09-30,Croydon,Fresh Food,2225,24.72,6,No,95.4,2025-09,2025,September,Tuesday,4.12,0
2025-03-03,Bristol,Fruit & Veg,1167,69.4,4,Yes,98.4,2025-03,2025,March,Monday,17.35,1
2025-12-08,Croydon,Fresh Food,4685,28.61,7,Yes,96.9,2025-12,2025,December,Monday,4.087142857142857,1
2026-02-01,Croydon,Soft Drinks,1085,20.26,4,No,97.2,2026-02,2026,February,Sunday,5.065,0
2025-01-19,London Central,Fresh Food,2677,41.59,4,Yes,92.7,2025-01,2025,January,Sunday,10.3975,1
2025-06-26,Bristol,Food To Go,2982,32.73,2,No,97.2,2025-06,2025,June,Thursday,16.365,0
2026-01-31,Bristol,Meal Deals,5944,26.72,4,No,94.6,2026-01,2026,January,Saturday,6.68,0
2026-03-21,Croydon,Chilled,2486,47.88,3,Yes,93.6,2026-03,2026,March,Saturday,15.96,1
2025-08-21,Croydon,Soft Drinks,1441,15.5,5,No,90.3,2025-08,2025,August,Thursday,3.1,0
2025-03-17,Croydon,Snacks,1270,37.13,4,Yes,97.6,2025-03,2025,March,Monday,9.2825,1
2025-09-22,Birmingham,Chilled,1343,17.58,2,Yes,94.4,2025-09,2025,September,Monday,8.79,1
2026-03-31,Camden,Soft Drinks,2206,63.3,7,Yes,94.8,2026-03,2026,March,Tuesday,9.042857142857143,1
2026-01-19,Reading,Chilled,4081,93.21,3,No,95.6,2026-01,2026,January,Monday,31.069999999999997,0
2026-05-21,Camden,Food To Go,2257,24.75,2,Yes,98.7,2026-05,2026,May,Thursday,12.375,1
2026-01-02,Bristol,Chilled,3291,41.73,2,Yes,94.5,2026-01,2026,January,Friday,20.865,1
2025-05-24,London Central,Fresh Food,2532,14.26,6,Yes,95.0,2025-05,2025,May,Saturday,2.3766666666666665,1
2025-03-10,Reading,Own Brand,4422,16.91,2,Yes,96.9,2025-03,2025,March,Monday,8.455,1
2025-04-09,London Central,Chilled,5362,28.65,2,Yes,94.4,2025-04,2025,April,Wednesday,14.325,1
2026-01-31,Birmingham,Soft Drinks,2653,31.63,1,Yes,93.3,2026-01,2026,January,Saturday,31.63,1
2025-01-25,Bristol,Snacks,5988,26.92,5,No,90.6,2025-01,2025,January,Saturday,5.384,0
2026-04-14,Birmingham,Snacks,1238,34.7,6,Yes,97.7,2026-04,2026,April,Tuesday,5.783333333333334,1
2026-04-29,Bristol,Own Brand,1914,49.38,6,No,95.5,2026-04,2026,April,Wednesday,8.23,0
2025-05-31,London Central,Fruit & Veg,2438,37.43,1,Yes,96.1,2025-05,2025,May,Saturday,37.43,1
2025-05-24,London Central,Own Brand,4016,45.93,3,No,94.0,2025-05,2025,May,Saturday,15.31,0
2025-02-08,London Central,Meal Deals,2460,19.79,1,Yes,96.4,2025-02,2025,February,Saturday,19.79,1
2025-04-19,Bristol,Chilled,4079,34.76,6,No,93.8,2025-04,2025,April,Saturday,5.793333333333333,0
2025-02-11,Croydon,Snacks,3258,76.53,3,No,95.3,2025-02,2025,February,Tuesday,25.51,0
2025-07-05,London Central,Own Brand,1366,25.45,6,No,95.2,2025-07,2025,July,Saturday,4.241666666666666,0
2026-02-02,Birmingham,Chilled,3991,40.91,4,No,97.3,2026-02,2026,February,Monday,10.2275,0
2025-08-11,Reading,Meal Deals,4741,42.01,3,Yes,96.3,2025-08,2025,August,Monday,14.003333333333332,1
2025-05-13,Bristol,Snacks,1085,23.51,6,No,93.7,2025-05,2025,May,Tuesday,3.9183333333333334,0
2025-06-12,Birmingham,Meal Deals,3493,18.95,1,Yes,96.2,2025-06,2025,June,Thursday,18.95,1
2025-08-03,Camden,Chilled,5715,35.85,6,No,94.3,2025-08,2025,August,Sunday,5.9750000000000005,0
2025-08-23,Camden,Soft Drinks,1131,35.72,1,No,93.4,2025-08,2025,August,Saturday,35.72,0
2025-01-09,Reading,Chilled,1903,31.13,3,No,96.1,2025-01,2025,January,Thursday,10.376666666666667,0
2025-03-15,Croydon,Own Brand,4456,101.35,1,Yes,95.4,2025-03,2025,March,Saturday,101.35,1
2026-05-07,London Central,Meal Deals,2221,22.38,3,Yes,92.6,2026-05,2026,May,Thursday,7.46,1
2025-09-10,Bristol,Soft Drinks,2763,34.05,2,Yes,94.0,2025-09,2025,September,Wednesday,17.025,1
2025-08-18,Birmingham,Soft Drinks,3804,67.14,5,Yes,96.5,2025-08,2025,August,Monday,13.428,1
2025-06-23,London Central,Fruit & Veg,2226,17.47,7,Yes,95.8,2025-06,2025,June,Monday,2.4957142857142856,1
2025-06-17,Birmingham,Snacks,2284,40.05,3,Yes,95.9,2025-06,2025,June,Tuesday,13.35,1
2025-06-19,Bristol,Fresh Food,1689,28.73,7,No,98.7,2025-06,2025,June,Thursday,4.104285714285714,0
2026-01-28,Camden,Soft Drinks,5782,36.49,7,No,97.0,2026-01,2026,January,Wednesday,5.2128571428571435,0
2025-07-13,London Central,Meal Deals,5881,48.41,2,No,94.8,2025-07,2025,July,Sunday,24.205,0
2025-01-29,Reading,Snacks,5435,14.44,2,Yes,94.2,2025-01,2025,January,Wednesday,7.22,1
2025-06-14,Croydon,Food To Go,5507,54.41,2,No,93.6,2025-06,2025,June,Saturday,27.205,0
2026-02-26,Reading,Chilled,2996,41.92,7,No,94.1,2026-02,2026,February,Thursday,5.988571428571428,0
2025-12-05,Croydon,Own Brand,5381,24.57,2,No,91.8,2025-12,2025,December,Friday,12.285,0
2026-05-11,Birmingham,Meal Deals,2109,26.79,3,Yes,92.6,2026-05,2026,May,Monday,8.93,1
2025-12-31,London Central,Food To Go,5945,15.5,7,Yes,96.3,2025-12,2025,December,Wednesday,2.2142857142857144,1
2025-12-08,London Central,Meal Deals,1429,36.8,7,No,98.1,2025-12,2025,December,Monday,5.257142857142857,0
2026-05-15,Croydon,Chilled,5126,36.2,1,Yes,95.1,2026-05,2026,May,Friday,36.2,1
2026-05-26,Camden,Fruit & Veg,4781,30.83,2,No,93.6,2026-05,2026,May,Tuesday,15.415,0
2025-11-23,Bristol,Meal Deals,1602,27.89,4,Yes,88.2,2025-11,2025,November,Sunday,6.9725,1
2025-08-05,Reading,Soft Drinks,1439,76.48,2,Yes,98.4,2025-08,2025,August,Tuesday,38.24,1
2025-10-28,Birmingham,Fresh Food,1984,47.98,1,No,92.3,2025-10,2025,October,Tuesday,47.98,0
2025-05-12,Reading,Soft Drinks,2918,25.62,1,Yes,92.1,2025-05,2025,May,Monday,25.62,1
2025-03-11,Reading,Chilled,5507,32.06,5,Yes,94.4,2025-03,2025,March,Tuesday,6.412000000000001,1
2025-09-09,Birmingham,Meal Deals,1527,30.41,5,Yes,94.9,2025-09,2025,September,Tuesday,6.082,1
2026-02-19,Birmingham,Fresh Food,5405,26.42,7,No,95.0,2026-02,2026,February,Thursday,3.7742857142857145,0
2026-03-21,London Central,Soft Drinks,3996,41.34,2,Yes,93.3,2026-03,2026,March,Saturday,20.67,1
2025-07-01,Reading,Fresh Food,4467,45.32,2,No,95.8,2025-07,2025,July,Tuesday,22.66,0
2025-06-16,Bristol,Own Brand,2361,32.37,6,Yes,94.0,2025-06,2025,June,Monday,5.395,1
2025-04-01,Bristol,Chilled,1703,17.23,7,No,94.0,2025-04,2025,April,Tuesday,2.4614285714285713,0
2025-02-08,Croydon,Fruit & Veg,1662,54.27,6,No,94.4,2025-02,2025,February,Saturday,9.045,0
2025-05-06,Birmingham,Fruit & Veg,1364,15.66,5,Yes,93.6,2025-05,2025,May,Tuesday,3.132,1
2026-03-27,London Central,Meal Deals,1922,30.82,2,Yes,92.5,2026-03,2026,March,Friday,15.41,1
2025-06-22,Bristol,Soft Drinks,4856,35.68,6,Yes,92.6,2025-06,2025,June,Sunday,5.946666666666666,1
2025-08-08,Camden,Food To Go,1175,22.41,4,No,92.8,2025-08,2025,August,Friday,5.6025,0
2025-02-27,London Central,Chilled,1935,20.38,3,Yes,95.9,2025-02,2025,February,Thursday,6.793333333333333,1
2026-04-21,London Central,Soft Drinks,1381,30.71,5,Yes,95.8,2026-04,2026,April,Tuesday,6.142,1
2026-04-01,Bristol,Soft Drinks,1305,56.74,5,Yes,94.5,2026-04,2026,April,Wednesday,11.348,1
2025-12-27,Camden,Fruit & Veg,5697,45.36,1,Yes,94.6,2025-12,2025,December,Saturday,45.36,1
2025-01-01,Croydon,Meal Deals,3390,72.02,2,Yes,97.3,2025-01,2025,January,Wednesday,36.01,1
2026-01-22,Bristol,Fresh Food,3203,40.6,5,No,96.0,2026-01,2026,January,Thursday,8.120000000000001,0
2025-12-14,Camden,Chilled,5807,78.41,5,No,98.1,2025-12,2025,December,Sunday,15.681999999999999,0
2025-07-09,London Central,Own Brand,2465,65.14,6,Yes,93.8,2025-07,2025,July,Wednesday,10.856666666666667,1
2026-05-20,Camden,Fresh Food,4271,38.2,4,No,92.7,2026-05,2026,May,Wednesday,9.55,0
2025-07-10,London Central,Snacks,1402,57.88,7,No,97.0,2025-07,2025,July,Thursday,8.268571428571429,0
2026-05-23,Bristol,Snacks,5709,82.41,2,No,95.0,2026-05,2026,May,Saturday,41.205,0
2026-01-04,Birmingham,Chilled,3670,51.7,3,Yes,93.4,2026-01,2026,January,Sunday,17.233333333333334,1
2026-02-13,Bristol,Meal Deals,2801,23.78,4,Yes,96.0,2026-02,2026,February,Friday,5.945,1
2025-04-27,Reading,Food To Go,3650,27.54,3,No,93.6,2025-04,2025,April,Sunday,9.18,0
2025-05-14,Reading,Snacks,1176,58.64,1,No,96.4,2025-05,2025,May,Wednesday,58.64,0
2025-02-27,Reading,Fruit & Veg,5544,20.18,5,Yes,96.0,2025-02,2025,February,Thursday,4.036,1
2025-06-22,Bristol,Food To Go,1742,57.45,6,Yes,94.5,2025-06,2025,June,Sunday,9.575000000000001,1
2025-05-29,Croydon,Soft Drinks,3348,49.36,4,Yes,91.6,2025-05,2025,May,Thursday,12.34,1
2025-03-21,Bristol,Snacks,5402,29.3,3,Yes,93.2,2025-03,2025,March,Friday,9.766666666666667,1
2025-08-01,Birmingham,Fruit & Veg,1750,67.69,2,Yes,98.0,2025-08,2025,August,Friday,33.845,1
2025-07-22,Camden,Soft Drinks,1868,13.0,1,Yes,98.5,2025-07,2025,July,Tuesday,13.0,1
2025-08-15,Bristol,Chilled,4967,64.79,1,No,95.8,2025-08,2025,August,Friday,64.79,0
2026-03-17,London Central,Soft Drinks,1213,35.33,5,Yes,92.8,2026-03,2026,March,Tuesday,7.066,1
2026-02-06,London Central,Fresh Food,2617,26.27,5,No,97.7,2026-02,2026,February,Friday,5.254,0
2025-02-16,London Central,Chilled,3530,16.4,3,No,94.5,2025-02,2025,February,Sunday,5.466666666666666,0
2025-08-21,Bristol,Chilled,4333,23.58,3,Yes,93.6,2025-08,2025,August,Thursday,7.859999999999999,1
2025-11-01,Croydon,Food To Go,2597,20.37,1,Yes,95.7,2025-11,2025,November,Saturday,20.37,1
2025-05-23,Camden,Food To Go,1511,41.17,3,No,98.8,2025-05,2025,May,Friday,13.723333333333334,0
2026-02-19,Camden,Fruit & Veg,1252,54.53,5,Yes,94.8,2026-02,2026,February,Thursday,10.906,1
